appearance_id,game_id,player_id,player_club_id,player_current_club_id,date,player_name,competition_id,yellow_cards,red_cards,goals,assists,minutes_played
4087924_129078,4087924,129078,1132,1132,11/08/2023,Nathan Redmond,GB1,0,0,0,0,1
4087924_177476,4087924,177476,281,281,11/08/2023,Nathan Ak\351,GB1,0,0,0,0,79
4087924_214666,4087924,214666,1132,1132,11/08/2023,Connor Roberts,GB1,0,0,0,0,90
4087924_238223,4087924,238223,281,281,11/08/2023,Ederson,GB1,0,0,0,0,90
4087924_241641,4087924,241641,281,281,11/08/2023,Bernardo Silva,GB1,0,0,0,0,90
4087924_242606,4087924,242606,1132,1132,11/08/2023,Josh Cullen,GB1,0,0,0,0,90
4087924_284730,4087924,284730,281,281,11/08/2023,Manuel Akanji,GB1,0,0,0,0,90
4087924_293281,4087924,293281,1132,1132,11/08/2023,Jacob Bruun Larsen,GB1,0,0,0,0,29
4087924_293569,4087924,293569,1132,1132,11/08/2023,Josh Brownhill,GB1,0,0,0,0,1
4087924_322702,4087924,322702,1132,1132,11/08/2023,Benson Manuel,GB1,0,0,0,0,16
4087924_333014,4087924,333014,1132,1132,11/08/2023,Sander Berge,GB1,0,0,0,0,90
4087924_357565,4087924,357565,281,281,11/08/2023,Rodri,GB1,0,0,1,1,90
4087924_401320,4087924,401320,1132,1132,11/08/2023,Dara O'Shea,GB1,0,0,0,0,90
4087924_403898,4087924,403898,1132,1132,11/08/2023,Jordan Beyer,GB1,0,0,0,0,74
4087924_406635,4087924,406635,281,281,11/08/2023,Phil Foden,GB1,0,0,0,0,90
4087924_418560,4087924,418560,281,281,11/08/2023,Erling Haaland,GB1,0,0,2,0,80
4087924_467623,4087924,467623,1132,1132,11/08/2023,Lyle Foster,GB1,0,0,0,0,90
4087924_468249,4087924,468249,1132,1132,11/08/2023,Vitinho,GB1,0,0,0,0,90
4087924_475959,4087924,475959,281,281,11/08/2023,Josko Gvardiol,GB1,0,0,0,0,11
4087924_491296,4087924,491296,1132,1132,11/08/2023,Anass Zaroury,GB1,0,1,0,0,29
4087924_51471,4087924,51471,281,281,11/08/2023,Mateo Kovacic,GB1,0,0,0,0,67
4087924_548729,4087924,548729,1132,1132,11/08/2023,Zeki Amdouni,GB1,0,0,0,0,61
4087924_566799,4087924,566799,1132,1132,11/08/2023,James Trafford,GB1,0,0,0,0,90
4087924_568177,4087924,568177,281,631,11/08/2023,Cole Palmer,GB1,0,0,0,0,10
4087924_576024,4087924,576024,281,281,11/08/2023,Juli\341n \301lvarez,GB1,0,0,0,1,90
4087924_583199,4087924,583199,281,281,11/08/2023,James McAtee,GB1,0,0,0,0,1
4087924_620598,4087924,620598,1132,1132,11/08/2023,Ameen Al-Dakhil,GB1,0,0,0,0,90
4087924_701057,4087924,701057,281,281,11/08/2023,Rico Lewis,GB1,0,0,0,0,79
4087924_745461,4087924,745461,1132,1132,11/08/2023,Luca Koleosho,GB1,0,0,0,0,61
4087924_88755,4087924,88755,281,281,11/08/2023,Kevin De Bruyne,GB1,0,0,0,0,23
4087924_95424,4087924,95424,281,281,11/08/2023,Kyle Walker,GB1,0,0,0,0,90
4087925_108725,4087925,108725,703,703,12/08/2023,Chris Wood,GB1,0,0,0,0,1
4087925_127032,4087925,127032,703,141,12/08/2023,Serge Aurier,GB1,0,0,0,0,90
4087925_142310,4087925,142310,703,703,12/08/2023,Willy Boly,GB1,0,0,0,0,90
4087925_144028,4087925,144028,11,11,12/08/2023,Leandro Trossard,GB1,0,0,0,0,17
4087925_230784,4087925,230784,11,11,12/08/2023,Thomas Partey,GB1,0,0,0,0,90
4087925_236490,4087925,236490,703,703,12/08/2023,Ola Aina,GB1,1,0,0,0,72
4087925_255906,4087925,255906,703,190,12/08/2023,Scott McKenna,GB1,0,0,0,0,90
4087925_289592,4087925,289592,703,1041,12/08/2023,Orel Mangala,GB1,1,0,0,0,90
4087925_295313,4087925,295313,703,703,12/08/2023,Taiwo Awoniyi,GB1,0,0,1,0,19
4087925_309400,4087925,309400,11,11,12/08/2023,Kai Havertz,GB1,0,0,0,0,90
4087925_316264,4087925,316264,11,11,12/08/2023,Martin \330degaard,GB1,0,0,0,0,90
4087925_331560,4087925,331560,11,11,12/08/2023,Takehiro Tomiyasu,GB1,0,0,0,0,40
4087925_335721,4087925,335721,11,11,12/08/2023,Ben White,GB1,1,0,0,0,90
4087925_340324,4087925,340324,11,11,12/08/2023,Eddie Nketiah,GB1,0,0,1,0,73
4087925_357662,4087925,357662,11,11,12/08/2023,Declan Rice,GB1,0,0,0,0,90
4087925_415970,4087925,415970,703,114,12/08/2023,Joe Worrall,GB1,0,0,0,0,90
4087925_420243,4087925,420243,11,11,12/08/2023,Jurrien Timber,GB1,1,0,0,0,50
4087925_425306,4087925,425306,703,703,12/08/2023,Matt Turner,GB1,0,0,0,0,90
4087925_425902,4087925,425902,703,703,12/08/2023,Ryan Yates,GB1,0,0,0,0,90
4087925_427568,4087925,427568,11,11,12/08/2023,Aaron Ramsdale,GB1,0,0,0,0,90
4087925_429014,4087925,429014,703,703,12/08/2023,Morgan Gibbs-White,GB1,0,0,0,0,90
4087925_433177,4087925,433177,11,11,12/08/2023,Bukayo Saka,GB1,0,0,1,0,90
4087925_435338,4087925,435338,11,11,12/08/2023,Gabriel Magalh\343es,GB1,0,0,0,0,4
4087925_470607,4087925,470607,703,148,12/08/2023,Brennan Johnson,GB1,0,0,0,0,80
4087925_495666,4087925,495666,11,11,12/08/2023,William Saliba,GB1,0,0,0,1,90
4087925_503680,4087925,503680,703,703,12/08/2023,Neco Williams,GB1,0,0,0,0,18
4087925_583189,4087925,583189,703,703,12/08/2023,Anthony Elanga,GB1,0,0,0,1,10
4087925_655488,4087925,655488,11,11,12/08/2023,Gabriel Martinelli,GB1,0,0,0,1,86
4087925_66934,4087925,66934,703,703,12/08/2023,Cheikhou Kouyat\351,GB1,0,0,0,0,1
4087925_808509,4087925,808509,703,703,12/08/2023,Danilo,GB1,0,0,0,0,71
4087926_104124,4087926,104124,379,379,12/08/2023,Michail Antonio,GB1,1,0,0,0,78
4087926_111819,4087926,111819,989,989,12/08/2023,Neto,GB1,0,0,0,0,90
4087926_120629,4087926,120629,379,379,12/08/2023,Alphonse Areola,GB1,0,0,0,0,90
4087926_134294,4087926,134294,379,379,12/08/2023,Danny Ings,GB1,0,0,0,0,12
4087926_157509,4087926,157509,379,379,12/08/2023,Kurt Zouma,GB1,0,0,0,0,90
4087926_157672,4087926,157672,379,379,12/08/2023,Vladim\355r Coufal,GB1,0,0,0,0,90
4087926_181778,4087926,181778,379,379,12/08/2023,Emerson,GB1,1,0,0,0,90
4087926_183293,4087926,183293,989,989,12/08/2023,Joe Rothwell,GB1,0,0,0,0,90
4087926_188077,4087926,188077,989,989,12/08/2023,Ryan Christie,GB1,0,0,0,0,67
4087926_228948,4087926,228948,379,162,12/08/2023,Thilo Kehrer,GB1,0,0,0,0,4
4087926_234781,4087926,234781,379,379,12/08/2023,Maxwel Cornet,GB1,0,0,0,0,1
4087926_258889,4087926,258889,989,989,12/08/2023,Dominic Solanke,GB1,0,0,1,0,90
4087926_275590,4087926,275590,989,989,12/08/2023,Kieffer Moore,GB1,0,0,0,0,23
4087926_277033,4087926,277033,989,989,12/08/2023,David Brooks,GB1,0,0,0,0,75
4087926_283628,4087926,283628,379,379,12/08/2023,Tomas Soucek,GB1,0,0,0,1,90
4087926_290532,4087926,290532,379,1041,12/08/2023,Sa\357d Benrahma,GB1,0,0,0,0,90
4087926_314875,4087926,314875,379,379,12/08/2023,Jarrod Bowen,GB1,1,0,1,0,90
4087926_320411,4087926,320411,989,989,12/08/2023,Philip Billing,GB1,0,0,0,0,90
4087926_330659,4087926,330659,989,989,12/08/2023,Justin Kluivert,GB1,0,0,0,0,30
4087926_357885,4087926,357885,379,150,12/08/2023,Pablo Fornals,GB1,0,0,0,0,86
4087926_361914,4087926,361914,379,379,12/08/2023,Nayef Aguerd,GB1,0,0,0,0,90
4087926_444523,4087926,444523,379,379,12/08/2023,Lucas Paquet\341,GB1,1,0,0,0,90
4087926_469781,4087926,469781,989,989,12/08/2023,Marcos Senesi,GB1,0,0,0,0,60
4087926_471690,4087926,471690,989,989,12/08/2023,Max Aarons,GB1,0,0,0,0,75
4087926_480987,4087926,480987,989,989,12/08/2023,Chris Mepham,GB1,1,0,0,0,30
4087926_583255,4087926,583255,989,989,12/08/2023,Antoine Semenyo,GB1,0,0,0,0,15
4087926_611793,4087926,611793,989,989,12/08/2023,James Hill,GB1,0,0,0,0,15
4087926_659089,4087926,659089,989,989,12/08/2023,Ilya Zabarnyi,GB1,0,0,0,0,90
4087926_684210,4087926,684210,989,989,12/08/2023,Jaidon Anthony,GB1,0,0,0,0,60
4087926_730861,4087926,730861,989,989,12/08/2023,Milos Kerkez,GB1,0,0,0,0,90
4087927_111195,4087927,111195,1237,1237,12/08/2023,Jo\353l Veltman,GB1,0,0,0,0,11
4087927_125685,4087927,125685,1031,1031,12/08/2023,Luke Berry,GB1,0,0,0,0,2
4087927_148153,4087927,148153,1237,1237,12/08/2023,Lewis Dunk,GB1,0,0,0,0,90
4087927_169801,4087927,169801,1031,1031,12/08/2023,Cauley Woodrow,GB1,0,0,0,0,2
4087927_191422,4087927,191422,1237,79,12/08/2023,Mahmoud Dahoud,GB1,0,0,0,0,74
4087927_207742,4087927,207742,1031,1031,12/08/2023,Tom Lockyer,GB1,0,0,0,0,90
4087927_209212,4087927,209212,1237,1237,12/08/2023,Solly March,GB1,0,0,1,0,74
4087927_244338,4087927,244338,1031,1031,12/08/2023,Pelly Ruddock Mpanzu,GB1,0,0,0,0,88
4087927_246963,4087927,246963,1031,1031,12/08/2023,Carlton Morris,GB1,0,0,1,0,90
4087927_278166,4087927,278166,1031,1031,12/08/2023,Amari'i Bell,GB1,0,0,0,0,90
4087927_319900,4087927,319900,1031,1031,12/08/2023,Elijah Adebayo,GB1,0,0,0,0,64
4087927_324882,4087927,324882,1031,1031,12/08/2023,Marvelous Nakamba,GB1,0,0,0,0,90
4087927_3333,4087927,3333,1237,1237,12/08/2023,James Milner,GB1,0,0,0,0,79
4087927_344830,4087927,344830,1031,1031,12/08/2023,Tahith Chong,GB1,0,0,0,0,88
4087927_349599,4087927,349599,1237,1237,12/08/2023,Pervis Estupi\361\341n,GB1,1,0,0,1,90
4087927_392591,4087927,392591,1031,1031,12/08/2023,Chiedozie Ogbene,GB1,0,0,0,0,14
4087927_407021,4087927,407021,1031,1031,12/08/2023,Mads Andersen,GB1,1,0,0,0,76
4087927_423744,4087927,423744,1237,1237,12/08/2023,Billy Gilmour,GB1,0,0,0,0,16
4087927_469958,4087927,469958,1031,1031,12/08/2023,Jacob Brown,GB1,0,0,0,0,26
4087927_504581,4087927,504581,1031,1031,12/08/2023,Ryan Giles,GB1,0,0,0,0,90
4087927_504849,4087927,504849,1237,1237,12/08/2023,Kaoru Mitoma,GB1,1,0,0,1,90
4087927_576314,4087927,576314,1237,1237,12/08/2023,Jan Paul van Hecke,GB1,0,0,0,0,90
4087927_608175,4087927,608175,1031,1031,12/08/2023,Alfie Doughty,GB1,0,0,0,0,26
4087927_626724,4087927,626724,1237,1237,12/08/2023,Jo\343o Pedro,GB1,0,0,1,0,88
4087927_648046,4087927,648046,1237,1237,12/08/2023,Evan Ferguson,GB1,0,0,1,0,12
4087927_649452,4087927,649452,1031,281,12/08/2023,Issa Kabor\351,GB1,1,0,0,0,64
4087927_658536,4087927,658536,1237,1237,12/08/2023,Simon Adingra,GB1,0,0,1,0,16
4087927_660867,4087927,660867,1237,1237,12/08/2023,Julio Enciso,GB1,0,0,0,0,2
4087927_67063,4087927,67063,1237,1237,12/08/2023,Danny Welbeck,GB1,0,0,0,0,78
4087927_73564,4087927,73564,1237,1237,12/08/2023,Jason Steele,GB1,0,0,0,0,90
4087927_77757,4087927,77757,1031,1031,12/08/2023,Thomas Kaminski,GB1,0,0,0,0,90
4087927_82873,4087927,82873,1237,1237,12/08/2023,Pascal Gro\337,GB1,0,0,0,0,90
4087928_118534,4087928,118534,29,29,12/08/2023,Michael Keane,GB1,0,0,0,0,90
4087928_123275,4087928,123275,931,931,12/08/2023,Tom Cairney,GB1,0,0,0,0,58
4087928_126665,4087928,126665,29,29,12/08/2023,Idrissa Gueye,GB1,0,0,0,0,90
4087928_127187,4087928,127187,29,29,12/08/2023,Abdoulaye Doucour\351,GB1,0,0,0,0,90
4087928_130164,4087928,130164,29,29,12/08/2023,Jordan Pickford,GB1,0,0,0,0,90
4087928_14086,4087928,14086,29,29,12/08/2023,Ashley Young,GB1,0,0,0,0,90
4087928_145466,4087928,145466,931,931,12/08/2023,Tim Ream,GB1,0,0,0,0,90
4087928_173504,4087928,173504,29,29,12/08/2023,James Tarkowski,GB1,0,0,0,0,90
4087928_186186,4087928,186186,931,931,12/08/2023,Bobby De Cordova-Reid,GB1,0,0,1,0,45
4087928_203394,4087928,203394,931,931,12/08/2023,Andreas Pereira,GB1,0,0,0,0,32
4087928_206040,4087928,206040,931,931,12/08/2023,Ra\372l Jim\351nez,GB1,0,0,0,0,58
4087928_206746,4087928,206746,931,931,12/08/2023,Kenny Tete,GB1,1,0,0,0,90
4087928_217115,4087928,217115,29,1148,12/08/2023,Neal Maupay,GB1,0,0,0,0,72
4087928_226973,4087928,226973,931,931,12/08/2023,Harrison Reed,GB1,0,0,0,0,90
4087928_242631,4087928,242631,29,931,12/08/2023,Alex Iwobi,GB1,0,0,0,0,90
4087928_245056,4087928,245056,931,931,12/08/2023,Sa\u0161a Luki\u0107,GB1,0,0,0,0,90
4087928_272622,4087928,272622,931,931,12/08/2023,Issa Diop,GB1,0,0,0,0,90
4087928_279455,4087928,279455,931,931,12/08/2023,Harry Wilson,GB1,0,0,0,0,90
4087928_349701,4087928,349701,931,931,12/08/2023,Antonee Robinson,GB1,0,0,0,0,90
4087928_355861,4087928,355861,29,29,12/08/2023,Arnaut Danjuma,GB1,0,0,0,0,18
4087928_424015,4087928,424015,29,29,12/08/2023,Nathan Patterson,GB1,0,0,0,0,90
4087928_485706,4087928,485706,29,29,12/08/2023,Amadou Onana,GB1,0,0,0,0,90
4087928_505219,4087928,505219,29,29,12/08/2023,James Garner,GB1,0,0,0,0,83
4087928_52769,4087928,52769,931,931,12/08/2023,Willian,GB1,1,0,0,0,45
4087928_627248,4087928,627248,29,29,12/08/2023,Lewis Dobbin,GB1,0,0,0,0,7
4087928_72476,4087928,72476,931,931,12/08/2023,Bernd Leno,GB1,0,0,0,0,90
4087929_108354,4087929,108354,873,873,12/08/2023,Jordan Ayew,GB1,0,0,0,1,90
4087929_110864,4087929,110864,873,873,12/08/2023,Sam Johnstone,GB1,0,0,0,0,90
4087929_121324,4087929,121324,350,350,12/08/2023,John Egan,GB1,0,0,0,0,90
4087929_128909,4087929,128909,350,350,12/08/2023,Jack Robinson,GB1,0,0,0,0,80
4087929_146690,4087929,146690,350,350,12/08/2023,George Baldock,GB1,0,0,0,0,90
4087929_157506,4087929,157506,873,873,12/08/2023,Jeffrey Schlupp,GB1,0,0,0,0,90
4087929_218087,4087929,218087,350,350,12/08/2023,Ben Osborn,GB1,0,0,0,0,87
4087929_258885,4087929,258885,350,350,12/08/2023,Max Lowe,GB1,0,0,0,0,80
4087929_260827,4087929,260827,873,873,12/08/2023,Joachim Andersen,GB1,0,0,0,0,90
4087929_262980,4087929,262980,873,873,12/08/2023,Jefferson Lerma,GB1,0,0,0,0,90
4087929_344152,4087929,344152,873,873,12/08/2023,Odsonne Edouard,GB1,0,0,1,0,90
4087929_377468,4087929,377468,350,350,12/08/2023,Anel Ahmedhodzic,GB1,1,0,0,0,90
4087929_392757,4087929,392757,873,873,12/08/2023,Marc Gu\351hi,GB1,0,0,0,0,90
4087929_479999,4087929,479999,873,873,12/08/2023,Eberechi Eze,GB1,0,0,0,0,90
4087929_52495,4087929,52495,350,350,12/08/2023,Chris Basham,GB1,0,0,0,0,80
4087929_543387,4087929,543387,873,873,12/08/2023,Cheick Doucour\351,GB1,0,0,0,0,90
4087929_546712,4087929,546712,350,350,12/08/2023,Anis Slimane,GB1,1,0,0,0,10
4087929_554251,4087929,554251,350,350,12/08/2023,Yasser Larouci,GB1,0,0,0,0,10
4087929_609556,4087929,609556,350,350,12/08/2023,William Osula,GB1,1,0,0,0,90
4087929_61592,4087929,61592,873,873,12/08/2023,James Tomkins,GB1,0,0,0,0,1
4087929_61697,4087929,61697,350,350,12/08/2023,Wes Foderingham,GB1,0,0,0,0,90
4087929_663581,4087929,663581,350,350,12/08/2023,Vini Souza,GB1,0,0,0,0,10
4087929_730893,4087929,730893,873,873,12/08/2023,Tyrick Mitchell,GB1,0,0,0,0,90
4087929_73547,4087929,73547,350,350,12/08/2023,Oliver Norwood,GB1,0,0,0,0,90
4087929_746739,4087929,746739,350,350,12/08/2023,Andre Brooks,GB1,0,0,0,0,3
4087929_852024,4087929,852024,350,995,12/08/2023,B\351nie Traor\351,GB1,0,0,0,0,87
4087929_92572,4087929,92572,873,873,12/08/2023,Joel Ward,GB1,0,0,0,0,90
4087930_111873,4087930,111873,405,405,12/08/2023,Emiliano Mart\355nez,GB1,1,0,0,0,90
4087930_123682,4087930,123682,762,762,12/08/2023,Callum Wilson,GB1,0,0,1,0,22
4087930_126664,4087930,126664,405,405,12/08/2023,Lucas Digne,GB1,1,0,0,0,90
4087930_134270,4087930,134270,762,762,12/08/2023,Dan Burn,GB1,0,0,0,0,90
4087930_135343,4087930,135343,762,762,12/08/2023,Fabian Sch\344r,GB1,0,0,0,0,90
4087930_192080,4087930,192080,762,762,12/08/2023,Nick Pope,GB1,0,0,0,0,90
4087930_193116,4087930,193116,405,405,12/08/2023,John McGinn,GB1,0,0,0,0,64
4087930_199527,4087930,199527,762,762,12/08/2023,Jacob Murphy,GB1,0,0,0,1,4
4087930_249565,4087930,249565,405,405,12/08/2023,Youri Tielemans,GB1,0,0,0,0,45
4087930_253677,4087930,253677,405,405,12/08/2023,Tyrone Mings,GB1,0,0,0,0,31
4087930_272999,4087930,272999,762,762,12/08/2023,Miguel Almir\363n,GB1,0,0,0,0,86
4087930_324358,4087930,324358,405,405,12/08/2023,Ollie Watkins,GB1,0,0,0,1,90
4087930_329145,4087930,329145,405,405,12/08/2023,Diego Carlos,GB1,0,0,0,0,26
4087930_333241,4087930,333241,762,762,12/08/2023,Joelinton,GB1,0,0,0,0,90
4087930_346707,4087930,346707,762,762,12/08/2023,Sean Longstaff,GB1,0,0,0,0,5
4087930_349066,4087930,349066,762,762,12/08/2023,Alexander Isak,GB1,0,0,2,0,68
4087930_361093,4087930,361093,762,762,12/08/2023,Sven Botman,GB1,1,0,0,1,90
4087930_387626,4087930,387626,405,405,12/08/2023,Leon Bailey,GB1,0,0,0,0,45
4087930_394327,4087930,394327,405,405,12/08/2023,Boubacar Kamara,GB1,0,0,0,0,90
4087930_395516,4087930,395516,405,405,12/08/2023,Moussa Diaby,GB1,0,0,1,0,87
4087930_397033,4087930,397033,762,762,12/08/2023,Sandro Tonali,GB1,1,0,1,0,90
4087930_398065,4087930,398065,762,762,12/08/2023,Harvey Barnes,GB1,0,0,1,1,22
4087930_399776,4087930,399776,405,405,12/08/2023,Pau Torres,GB1,0,0,0,0,59
4087930_413403,4087930,413403,405,405,12/08/2023,Ezri Konsa,GB1,0,0,0,0,90
4087930_425334,4087930,425334,405,405,12/08/2023,Matty Cash,GB1,1,0,0,0,87
4087930_447661,4087930,447661,405,405,12/08/2023,Douglas Luiz,GB1,1,0,0,0,90
4087930_503733,4087930,503733,762,762,12/08/2023,Anthony Gordon,GB1,1,0,0,1,68
4087930_520624,4087930,520624,762,762,12/08/2023,Bruno Guimar\343es,GB1,1,0,0,0,85
4087930_567576,4087930,567576,762,762,12/08/2023,Elliot Anderson,GB1,0,0,0,0,1
4087930_95810,4087930,95810,762,762,12/08/2023,Kieran Trippier,GB1,0,0,0,0,90
4087931_125714,4087931,125714,1148,1148,13/08/2023,Mark Flekken,GB1,0,0,0,0,90
4087931_148367,4087931,148367,1148,1148,13/08/2023,Christian N\370rgaard,GB1,0,0,0,0,72
4087931_270171,4087931,270171,1148,1148,13/08/2023,Vitaly Janelt,GB1,0,0,0,0,90
4087931_286047,4087931,286047,148,148,13/08/2023,Guglielmo Vicario,GB1,1,0,0,0,90
4087931_294057,4087931,294057,148,148,13/08/2023,James Maddison,GB1,1,0,0,2,90
4087931_319859,4087931,319859,1148,1148,13/08/2023,Mathias Jensen,GB1,0,0,0,0,49
4087931_328658,4087931,328658,1148,1148,13/08/2023,Kristoffer Ajer,GB1,0,0,0,0,84
4087931_339556,4087931,339556,1148,1148,13/08/2023,Rico Henry,GB1,0,0,0,1,90
4087931_341429,4087931,341429,148,141,13/08/2023,Davinson S\341nchez,GB1,1,0,0,0,76
4087931_355915,4087931,355915,148,148,13/08/2023,Cristian Romero,GB1,0,0,1,0,14
4087931_378710,4087931,378710,148,148,13/08/2023,Richarlison,GB1,0,0,0,0,90
4087931_388165,4087931,388165,1148,1148,13/08/2023,Yoane Wissa,GB1,0,0,1,0,72
4087931_391005,4087931,391005,1148,1148,13/08/2023,Mads Roerslev,GB1,0,0,0,0,18
4087931_406638,4087931,406638,148,148,13/08/2023,Oliver Skipp,GB1,1,0,0,0,75
4087931_410425,4087931,410425,148,148,13/08/2023,Yves Bissouma,GB1,0,0,0,0,90
4087931_413039,4087931,413039,1148,1148,13/08/2023,Bryan Mbeumo,GB1,0,0,1,0,90
4087931_431755,4087931,431755,148,148,13/08/2023,Dejan Kulusevski,GB1,0,0,0,0,90
4087931_442248,4087931,442248,1148,1148,13/08/2023,Ethan Pinnock,GB1,0,0,0,0,90
4087931_469050,4087931,469050,1148,1148,13/08/2023,Nathan Collins,GB1,0,0,0,0,90
4087931_473050,4087931,473050,1148,1148,13/08/2023,Kevin Schade,GB1,0,0,0,0,18
4087931_476344,4087931,476344,148,148,13/08/2023,Emerson Royal,GB1,0,0,1,0,90
4087931_52059,4087931,52059,1148,1148,13/08/2023,Zanka,GB1,0,0,0,0,6
4087931_533916,4087931,533916,1148,1148,13/08/2023,Shandon Baptiste,GB1,0,0,0,0,18
4087931_540941,4087931,540941,1148,1148,13/08/2023,Mikkel Damsgaard,GB1,0,0,0,0,41
4087931_556385,4087931,556385,148,148,13/08/2023,Destiny Udogie,GB1,0,0,0,0,90
4087931_557459,4087931,557459,148,148,13/08/2023,Micky van de Ven,GB1,0,0,0,0,90
4087931_568693,4087931,568693,148,148,13/08/2023,Pape Matar Sarr,GB1,0,0,0,0,15
4087931_591949,4087931,591949,1148,1148,13/08/2023,Aaron Hickey,GB1,1,0,0,0,72
4087931_91845,4087931,91845,148,148,13/08/2023,Heung-min Son,GB1,0,0,0,0,75
4087932_105470,4087932,105470,31,31,13/08/2023,Alisson,GB1,0,0,0,0,90
4087932_134425,4087932,134425,631,631,13/08/2023,Raheem Sterling,GB1,0,0,0,0,81
4087932_139208,4087932,139208,31,31,13/08/2023,Virgil van Dijk,GB1,0,0,0,0,90
4087932_148455,4087932,148455,31,31,13/08/2023,Mohamed Salah,GB1,0,0,0,1,77
4087932_234803,4087932,234803,31,31,13/08/2023,Andrew Robertson,GB1,0,0,0,0,90
4087932_29241,4087932,29241,631,631,13/08/2023,Thiago Silva,GB1,0,0,0,0,90
4087932_314353,4087932,314353,31,31,13/08/2023,Trent Alexander-Arnold,GB1,1,0,0,0,90
4087932_316125,4087932,316125,631,631,13/08/2023,Ben Chilwell,GB1,0,0,0,1,90
4087932_340950,4087932,340950,31,31,13/08/2023,Diogo Jota,GB1,1,0,0,0,66
4087932_357119,4087932,357119,31,31,13/08/2023,Ibrahima Konat\351,GB1,0,0,0,0,90
4087932_386047,4087932,386047,631,631,13/08/2023,Axel Disasi,GB1,0,0,1,0,90
4087932_403151,4087932,403151,631,631,13/08/2023,Robert S\341nchez,GB1,0,0,0,0,90
4087932_433188,4087932,433188,31,31,13/08/2023,Curtis Jones,GB1,0,0,0,0,24
4087932_434675,4087932,434675,31,31,13/08/2023,Cody Gakpo,GB1,0,0,0,0,66
4087932_451276,4087932,451276,31,31,13/08/2023,Dominik Szoboszlai,GB1,0,0,0,0,90
4087932_472423,4087932,472423,631,631,13/08/2023,Reece James,GB1,0,0,0,0,76
4087932_480692,4087932,480692,31,31,13/08/2023,Luis D\355az,GB1,0,0,1,0,77
4087932_485585,4087932,485585,631,16,13/08/2023,Ian Maatsen,GB1,0,0,0,0,9
4087932_488362,4087932,488362,631,631,13/08/2023,Conor Gallagher,GB1,0,0,0,0,90
4087932_534033,4087932,534033,31,31,13/08/2023,Alexis Mac Allister,GB1,1,0,0,0,90
4087932_537860,4087932,537860,631,631,13/08/2023,Mykhaylo Mudryk,GB1,0,0,0,0,9
4087932_546543,4087932,546543,31,31,13/08/2023,Darwin N\372\361ez,GB1,0,0,0,0,24
4087932_565822,4087932,565822,31,31,13/08/2023,Harvey Elliott,GB1,0,0,0,0,13
4087932_614258,4087932,614258,631,631,13/08/2023,Levi Colwill,GB1,0,0,0,0,90
4087932_620322,4087932,620322,631,631,13/08/2023,Malo Gusto,GB1,0,0,0,0,14
4087932_648195,4087932,648195,631,631,13/08/2023,Enzo Fern\341ndez,GB1,1,0,0,0,90
4087932_659459,4087932,659459,631,631,13/08/2023,Carney Chukwuemeka,GB1,1,0,0,0,81
4087932_711999,4087932,711999,631,631,13/08/2023,Lesley Ugochukwu,GB1,0,0,0,0,1
4087932_719673,4087932,719673,31,31,13/08/2023,Ben Doak,GB1,0,0,0,0,13
4087932_776890,4087932,776890,631,631,13/08/2023,Nicolas Jackson,GB1,1,0,0,0,90
4087933_121477,4087933,121477,543,543,14/08/2023,Craig Dawson,GB1,0,0,0,0,90
4087933_16306,4087933,16306,985,985,14/08/2023,Casemiro,GB1,0,0,0,0,90
4087933_164770,4087933,164770,985,985,14/08/2023,Rapha\353l Varane,GB1,0,0,1,0,90
4087933_170934,4087933,170934,543,543,14/08/2023,Mario Lemina,GB1,1,0,0,0,90
4087933_183288,4087933,183288,985,985,14/08/2023,Luke Shaw,GB1,1,0,0,0,90
4087933_184573,4087933,184573,985,985,14/08/2023,Victor Lindel\366f,GB1,0,0,0,0,45
4087933_231572,4087933,231572,543,543,14/08/2023,N\351lson Semedo,GB1,0,0,0,0,90
4087933_234509,4087933,234509,985,985,14/08/2023,Andr\351 Onana,GB1,0,0,0,0,90
4087933_240306,4087933,240306,985,985,14/08/2023,Bruno Fernandes,GB1,0,0,0,0,90
4087933_249994,4087933,249994,543,543,14/08/2023,Jos\351 S\341,GB1,0,0,0,0,90
4087933_258923,4087933,258923,985,985,14/08/2023,Marcus Rashford,GB1,0,0,0,0,88
4087933_292246,4087933,292246,543,543,14/08/2023,Hee-chan Hwang,GB1,0,0,0,0,27
4087933_315969,4087933,315969,985,985,14/08/2023,Scott McTominay,GB1,0,0,0,0,2
4087933_346483,4087933,346483,985,985,14/08/2023,Mason Mount,GB1,0,0,0,0,68
4087933_369567,4087933,369567,543,24,14/08/2023,Sasa Kalajdzic,GB1,0,0,0,0,2
4087933_401173,4087933,401173,985,16,14/08/2023,Jadon Sancho,GB1,0,0,0,0,22
4087933_477758,4087933,477758,985,985,14/08/2023,Aaron Wan-Bissaka,GB1,0,0,0,1,90
4087933_480762,4087933,480762,985,985,14/08/2023,Lisandro Mart\355nez,GB1,1,0,0,0,45
4087933_487465,4087933,487465,543,543,14/08/2023,Pedro Neto,GB1,1,0,0,0,90
4087933_505653,4087933,505653,543,124,14/08/2023,F\341bio Silva,GB1,0,0,0,0,13
4087933_517894,4087933,517894,543,543,14/08/2023,Matheus Cunha,GB1,0,0,0,0,77
4087933_525247,4087933,525247,543,543,14/08/2023,Max Kilman,GB1,0,0,0,0,90
